1D4R,1,A-B,
1D4R,1,C,
1DDY,1,A,
1DDY,1,C,
1DDY,1,E,
1DDY,1,G,
1DUQ,1,A-B,
1DUQ,1,C-D,
1DUQ,1,E-F,
1DUQ,1,G-H,
1ET4,1,A,
1ET4,1,B,
1ET4,1,C,
1ET4,1,D,
1ET4,1,E,
1FG0,1,B,
1FUF,1,A-B,
1HR2,1,A,
1HR2,1,B,
1ICG,1,A-B,
1ID9,1,A-B,
1IDW,1,A-B,
1IHA,1,A-B,
1IK5,1,A-B,
1J6S,1,B,
1J6S,1,C,
1J9H,1,A-B,
1J9H,1,C-D,
1JZV,1,A-B,
1JZV,1,C-D,
1K9W,1,A-B,
1K9W,1,C-D,
1KD3,1,A-B,
1KD5,1,A-B,
1KH6,1,A,
1L2X,1,A,
1L3D,1,A,
1L3Z,1,A,
1L3Z,1,B,
1L8V,1,A,
1L8V,1,B,
1MDG,1,A,
1MME,1,A-B,
1MME,1,C-D,
1MSY,1,A,
1N7A,1,A,
1N7A,1,B,
1N7A,1,C,
1N7A,1,D,
1N7A,1,E,
1N7A,1,F,
1N7A,1,G,
1N7A,1,H,
1N7B,1,A,
1N7B,1,B,
1N7B,1,C,
1N7B,1,D,
1N7B,1,E,
1N7B,1,F,
1N7B,1,G,
1N7B,1,H,
1NJO,1,5,
1NLC,1,A-B,
1NTA,1,A-B,
1NTB,1,A-B,
1NUJ,1,A-B,
1NUJ,1,C-D,
1NUJ,1,E-F,
1NUJ,1,G-H,
1NUV,1,A-B,
1NUV,1,C-D,
1NUV,1,E-F,
1NUV,1,G-H,
1NYI,1,A-B,
1O3Z,1,A-B,
1OSU,1,A,
1Q29,1,A-B,
1Q93,1,A,
1Q93,1,B,
1Q93,1,C,
1Q96,1,A,
